storeid,storename,hours,address,address2,telephone,allowOnlineOrdering,lat,long,state
01284,"New Brunswick","Mon-Sun 11:00am-3am","8 Easton Ave.",,732-626-5566,True,40.49684,-74.44723,NJ
01284,"New Brunswick","Mon-Sun 11:00am-3am","8 Easton Ave.",,732-626-5566,True,40.49684,-74.44723,NJ
01284,"New Brunswick","Mon-Sun 11:00am-3am","8 Easton Ave.",,732-626-5566,True,40.49684,-74.44723,NJ
01284,"New Brunswick","Mon-Sun 11:00am-3am","8 Easton Ave.",,732-626-5566,True,40.49684,-74.44723,NJ
01284,"New Brunswick","Mon-Sun 11:00am-3am","8 Easton Ave.",,732-626-5566,True,40.49684,-74.44723,NJ
01284,"New Brunswick","Mon-Sun 11:00am-3am","8 Easton Ave.",,732-626-5566,True,40.49684,-74.44723,NJ
01284,"New Brunswick","Mon-Sun 11:00am-3am","8 Easton Ave.",,732-626-5566,True,40.49684,-74.44723,NJ
01284,"New Brunswick","Mon-Sun 11:00am-3am","8 Easton Ave.",,732-626-5566,True,40.49684,-74.44723,NJ
